dataset,season,row_count,generated_at_utc
shots,2019,257291,2026-08-19 20:54:43 UTC
shots,2020,564945,2026-08-19 20:59:01 UTC
shots,2021,465460,2026-08-19 21:02:43 UTC
shots,2022,673623,2026-08-19 21:06:23 UTC
shots,2023,707685,2026-08-19 21:11:05 UTC
shots,2024,729580,2026-08-19 21:16:21 UTC
shots,2025,736259,2026-08-19 21:21:58 UTC
shots,2026,740861,2026-08-19 21:27:17 UTC
